custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
FY7APA,1,3/15/2007,4/13/2007,9/18/2009,49,10.20408163,2.040816327,267.6,0.032620922,0,0,0,Thursday,RIC
4SHS8Y,1,2/16/2007,2/16/2007,2/16/2007,45,2.222222222,2.222222222,24.22,0,0,0,0,Thursday,CHO
RXMSBK,1,3/6/2007,3/6/2007,1/14/2010,43,55.81395349,11.62790698,151.39,0.031578947,1,0,0,Friday,RIC
GHMBPA,1,11/30/2006,12/18/2006,1/15/2010,49,24.48979592,20.40816327,222.53,0.048042705,0,0,1,Friday,CHO
D28LME,1,9/2/2006,2/15/2007,8/28/2008,45,13.33333333,4.444444444,56.34,0.125,1,0,0,Thursday,CHO
M8Q4EG,1,9/12/2006,6/13/2007,1/12/2010,40,95,60,54.08,0.032838983,0,0,0,Tuesday,CHO
65G389,0,3/26/2007,3/29/2007,3/29/2007,0,0,0,124.49,0,0,0,0,Thursday,CHO
KVJEXA,0,6/17/2005,7/7/2006,7/7/2006,0,0,0,40.04,0,0,0,0,Thursday,CHO
8A342G,0,6/2/2006,9/25/2006,5/30/2008,0,0,0,70.71,0.137030995,1,0,0,Monday,CHO
7BB7ZR,1,5/1/2007,5/8/2007,10/12/2009,42,33.33333333,7.142857143,94.99,0.009009009,0,0,0,Wednesday,CHO
65EAS4,0,8/17/2006,8/17/2006,8/17/2006,0,0,0,28.05,0,0,0,0,Thursday,CHO
3TNEAE,0,2/8/2006,2/8/2006,12/11/2007,0,0,0,163.06,0.01490313,1,0,0,Tuesday,CHO
2H4RC9,1,1/26/2007,3/6/2007,1/16/2009,37,51.35135135,0,59.09,0.090909091,0,0,0,Monday,RIC
A7364F,1,12/6/2006,12/9/2006,12/9/2006,45,0,0,52.49,0,0,0,0,Tuesday,CHO
PBK32R,0,3/10/2007,5/5/2007,8/30/2007,0,0,0,77.01,0.111111111,1,0,0,Friday,RIC
7CBQ2W,1,3/23/2006,9/29/2009,1/5/2010,39,20.51282051,10.25641026,38.04,0.091836735,1,0,0,Wednesday,CHO
UNMYM8,1,1/17/2006,3/20/2007,11/2/2009,36,94.44444444,36.11111111,62.29,0.050104384,1,0,0,Monday,CHO
82Q7J6,1,2/16/2006,7/20/2007,7/20/2007,44,4.545454545,2.272727273,55.17,0,0,0,0,Thursday,CHO
GKWDJY,1,8/17/2006,2/7/2007,9/2/2008,46,17.39130435,0,77.39,0.013961606,0,0,0,Wednesday,CHO
GMNSTA,1,2/28/2006,8/17/2006,12/21/2006,46,6.52173913,0,129.75,0.087301587,0,0,0,Friday,CHO
Y9VA4R,0,10/26/2006,10/26/2006,10/26/2006,0,0,0,55.83,0,0,0,0,Thursday,CHO
9P3HVN,0,7/2/2005,4/29/2006,9/23/2006,0,0,0,30.48,0.040816327,0,0,0,Friday,CHO
5PS3UW,0,6/22/2006,6/22/2006,6/22/2006,0,0,0,11.85,0,0,0,0,Wednesday,CHO
TZNPMU,0,5/6/2006,5/10/2006,5/10/2006,0,0,0,74.48,0,0,0,0,Thursday,CHO
BYHM8G,0,5/9/2007,6/16/2007,6/16/2007,0,0,0,25,0,0,0,0,Friday,CHO
EC5ERN,1,3/31/2005,3/10/2006,3/10/2006,47,2.127659574,0,38.44,0,0,0,0,Friday,CHO
K3R5LT,1,1/17/2007,4/18/2007,2/13/2009,37,56.75675676,0,127.05,0.073463268,0,0,0,Tuesday,CHO
WKEJJN,1,2/27/2007,3/6/2007,3/6/2007,45,6.666666667,0,33.74,0,0,0,0,Wednesday,CHO
7MMQEQ,0,12/1/2006,2/3/2007,2/3/2007,0,0,0,150.72,0,0,0,0,Friday,RIC
WVAKEN,1,2/26/2006,3/15/2007,1/12/2010,65,9.230769231,4.615384615,113.24,0.094777563,0,1,1,Tuesday,CHO
K5GVT2,0,5/11/2006,3/30/2007,4/10/2008,0,0,0,148.08,0.055702918,0,0,0,Monday,CHO
ZMZ7DK,0,5/4/2006,5/4/2006,5/4/2006,0,0,0,11.75,0,0,0,0,Thursday,CHO
Z265R8,1,3/26/2007,8/16/2007,1/14/2010,48,100,43.75,79.84,0.068027211,1,1,0,Monday,RIC
T2GYG8,1,3/5/2007,7/30/2007,8/13/2007,45,0,0,97.5,0.142857143,0,0,0,Monday,RIC
M8U3QB,0,11/2/2006,11/2/2006,12/8/2009,0,0,0,58.7,0.011484099,1,0,0,Tuesday,RIC
LXRHC4,0,6/3/2005,6/3/2005,6/3/2005,0,0,0,27.3,0,0,0,0,Thursday,CHO
LNBRUD,1,12/16/2005,12/27/2005,12/27/2005,16,0,0,27.59,0,0,0,0,Tuesday,CHO
XLFBDZ,1,9/11/2006,11/5/2008,1/12/2010,45,15.55555556,2.222222222,102.96,0.069284065,1,0,0,Wednesday,CHO
CQ3US7,1,5/6/2006,5/19/2006,5/19/2006,16,0,0,51.19,0,0,0,0,Thursday,CHO
JKBYXZ,0,7/27/2005,2/24/2006,11/10/2007,0,0,0,71.47,0.041666667,0,0,0,Friday,CHO
EGDX6M,0,2/27/2007,2/28/2007,2/28/2007,0,0,0,50.56,0,0,0,0,Wednesday,RIC
EN4MUH,1,6/16/2006,9/22/2006,1/4/2010,40,75,17.5,107.77,0.086666667,1,0,0,Friday,CHO
Z7ZY9P,1,4/2/2007,4/20/2007,6/19/2007,45,2.222222222,0,72.44,0.05,0,0,0,Monday,RIC
ERXWY7,0,10/27/2005,11/3/2005,11/17/2005,0,0,0,40.64,0.142857143,0,0,0,Thursday,CHO
FA9CFV,0,11/5/2006,3/30/2007,5/29/2009,0,0,0,148.35,0.064475348,1,0,0,Monday,CHO
TGP5A2,0,11/17/2006,1/21/2007,11/10/2008,0,0,0,64.2,0.007587253,0,0,0,Wednesday,CHO
FMY3SW,1,4/20/2006,5/8/2006,11/4/2009,49,4.081632653,2.040816327,81.08,0.011755486,0,0,0,Monday,CHO
SHU2VD,1,11/29/2006,12/7/2006,12/7/2006,16,0,0,15.21,0,0,0,0,Thursday,RIC
H627V9,0,11/15/2006,11/15/2006,11/15/2006,0,0,0,4.49,0,0,0,0,Monday,RIC
WFUZ8U,0,12/2/2005,3/7/2007,9/26/2007,0,0,0,43.8,0.014778325,0,0,0,Friday,CHO
7W8BMP,1,2/5/2006,3/5/2007,11/3/2008,43,30.23255814,4.651162791,74.38,0.009852217,0,0,0,Monday,CHO
QM49AX,0,11/10/2005,11/10/2005,11/10/2005,0,0,0,55.69,0,0,0,0,Friday,CHO
JYRLK2,0,10/19/2006,10/25/2006,10/15/2009,0,0,0,71.65,0.011970534,0,0,0,Thursday,CHO
9UK7YJ,1,3/6/2007,3/12/2007,11/5/2009,48,16.66666667,0,70.13,0.009287926,0,0,0,Monday,CHO
NRB8K8,0,11/29/2005,11/29/2005,11/29/2005,0,0,0,29.59,0,0,0,0,Monday,CHO
US5RN,0,5/2/2007,5/7/2007,2/1/2009,0,0,0,46.69,0.017295597,0,0,0,Wednesday,RIC
4RAFVU,1,4/17/2006,3/3/2007,1/31/2008,18,0,0,67.82,0.02994012,0,0,0,Friday,CHO
GM44U,1,5/1/2007,5/18/2008,1/3/2010,44,59.09090909,29.54545455,57.22,0.033613445,1,0,0,Tuesday,CHO
3KYBN3,1,9/9/2005,4/7/2006,1/18/2010,53,15.09433962,3.773584906,119.3,0.075253256,0,0,0,Monday,CHO
ETK8AW,1,4/3/2007,7/11/2007,7/11/2007,44,4.545454545,0,55.93,0,0,0,0,Friday,CHO
8QBYR7,1,12/3/2005,12/17/2008,12/17/2008,45,0,0,72.81,0,0,0,0,Wednesday,CHO
8Z7CKG,0,11/12/2006,12/10/2006,12/10/2006,0,0,0,48.47,0,0,0,0,Monday,CHO
Q25K8R,1,12/5/2006,12/27/2006,12/27/2006,16,0,0,148.13,0,0,0,0,Tuesday,RIC
UZNQDU,0,3/22/2006,3/22/2006,4/17/2006,0,0,0,70.84,0.076923077,0,0,0,Tuesday,CHO
FPHN67,1,9/10/2006,11/11/2006,1/30/2008,46,15.2173913,13.04347826,111.22,0.017977528,1,0,0,Friday,RIC
FYHVE7,0,10/10/2006,3/14/2007,5/3/2008,0,0,0,27.57,0.043269231,1,0,0,Friday,CHO
SCXMXZ,0,1/31/2007,3/16/2007,9/9/2009,0,0,0,26.32,0.012114537,0,0,0,Thursday,RIC
DWPL92,0,6/23/2005,9/26/2006,6/22/2007,0,0,0,79.75,0.018587361,0,0,0,Monday,CHO
UWY3KK,0,4/16/2006,4/16/2006,4/16/2006,0,0,0,72.54,0,0,0,0,Monday,CHO
UFLLRP,0,1/3/2006,1/3/2006,10/23/2007,0,0,0,64.82,0.027355623,0,0,0,Friday,CHO
MEP6FK,1,5/9/2006,5/16/2006,8/28/2006,18,0,0,43.61,0.038461538,0,0,0,Tuesday,CHO
WVJJ44,1,11/13/2006,3/23/2007,12/28/2009,52,17.30769231,3.846153846,71.13,0.033630069,0,0,0,Thursday,RIC
C3KMVW,1,2/25/2007,5/15/2007,6/11/2007,36,16.66666667,5.555555556,56.77,0.074074074,0,0,0,Tuesday,RIC
8PXJ72,1,3/25/2007,4/12/2007,5/24/2007,47,0,0,70.79,0.095238095,0,0,0,Wednesday,RIC
L2ZNN,1,5/1/2007,5/16/2007,6/19/2007,16,0,0,40.94,0.088235294,0,0,0,Tuesday,CHO
5JR3AY,1,3/5/2007,4/12/2007,8/10/2007,46,17.39130435,6.52173913,82.32,0.041666667,0,0,0,Friday,RIC
TWKFUR,0,9/9/2006,7/17/2007,7/22/2008,0,0,0,72.2,0.005390836,0,0,0,Wednesday,CHO
4PNN56,1,2/17/2007,5/28/2008,6/18/2009,44,40.90909091,4.545454545,89.79,0.015544041,0,0,0,Thursday,CHO
4F3BT2,0,1/2/2006,3/27/2006,4/18/2006,0,0,0,28.62,0.090909091,0,0,0,Monday,CHO
RXKZVE,0,8/30/2006,11/3/2006,11/3/2006,0,0,0,91.63,0,0,0,0,Thursday,CHO
PPDTZE,0,8/31/2005,8/31/2005,1/28/2006,0,0,0,52.38,0.013333333,0,0,0,Thursday,CHO
NX7HYA,1,12/6/2006,2/24/2007,4/29/2008,45,13.33333333,2.222222222,34.95,0.095348837,1,0,0,Tuesday,CHO
9XVFJJ,0,8/29/2006,12/14/2008,12/17/2009,3,0,0,99.89,0.008152174,0,0,0,Wednesday,CHO
FB4PJW,0,9/10/2005,12/16/2005,12/16/2005,0,0,0,121.61,0,0,0,0,Friday,CHO
QL9PSC,1,8/30/2006,11/2/2006,11/2/2006,47,0,0,125.92,0,0,0,0,Thursday,CHO
DWGB2Q,0,9/13/2006,9/15/2006,9/15/2006,0,0,0,14.96,0,0,0,0,Thursday,CHO
STQ4SH,1,5/7/2007,5/7/2007,5/7/2007,42,16.66666667,7.142857143,50.8,0,1,0,0,Friday,RIC
N4VBT7,0,8/4/2005,9/15/2005,7/4/2006,0,0,0,129.44,0.150684932,0,0,0,Tuesday,CHO
W3VPAX,1,11/7/2006,1/15/2007,11/16/2009,53,16.98113208,1.886792453,67.59,0.055984556,0,0,0,Monday,CHO
R6QJPU,1,8/27/2004,4/19/2005,1/18/2010,87,24.13793103,0,223.44,0.132564841,1,1,1,Monday,CHO
7ZCEQN,1,10/21/2005,6/27/2006,4/1/2008,47,6.382978723,4.255319149,81.71,0.007763975,0,0,0,Monday,CHO
YL47UD,1,2/2/2006,12/28/2006,1/8/2010,44,77.27272727,6.818181818,185.46,0.077687444,1,0,1,Monday,CHO
KCASF,1,4/24/2007,5/1/2007,11/19/2009,51,9.803921569,0,115.79,0.009646302,0,0,0,Tuesday,RIC
ZM5BDS,1,2/12/2006,4/4/2006,8/29/2006,41,31.70731707,2.43902439,20.82,0.054421769,0,0,0,Monday,CHO
DJ2QXR,1,9/22/2006,10/6/2006,11/3/2009,41,63.41463415,9.756097561,33.07,0.006227758,0,0,0,Friday,CHO
2BQXSC,1,2/8/2006,4/12/2006,4/26/2006,18,0,0,52.06,0.357142857,0,0,0,Wednesday,CHO
AMT8MV,1,8/31/2006,2/13/2008,2/13/2008,16,0,0,98.3,0,0,0,0,Wednesday,CHO
CXPLJB,1,8/4/2006,8/22/2006,1/18/2010,49,65.30612245,0,59.31,0.047389558,1,0,0,Tuesday,RIC
VUR4L4,1,8/13/2004,8/13/2004,8/13/2004,41,34.14634146,4.87804878,19.68,0,0,0,0,Thursday,CHO
QDG9MY,1,5/2/2006,10/16/2006,1/1/2010,37,72.97297297,8.108108108,106.23,0.05200341,1,0,0,Monday,CHO
CHJN4U,1,11/5/2006,11/10/2006,4/27/2009,45,8.888888889,2.222222222,55.26,0.014460512,0,0,0,Friday,CHO
AZ8E27,0,8/27/2006,4/14/2009,6/16/2009,0,0,0,73.72,0.095238095,0,0,0,Tuesday,CHO
Z54GNQ,1,6/16/2006,3/7/2007,9/21/2009,40,35,10,62.32,0.032292788,0,0,0,Wednesday,CHO
9HMVH7,0,12/12/2004,12/12/2004,12/12/2004,0,0,0,11.25,0,0,0,0,Wednesday,CHO
JYBHXW,0,1/9/2006,9/6/2006,3/20/2008,0,0,0,59.25,0.017825312,0,0,0,Monday,CHO
C9V4MT,1,1/28/2007,3/20/2007,5/19/2007,18,0,0,48.22,0.25,0,0,0,Friday,CHO
88JEZ2,1,4/18/2007,9/26/2007,4/8/2008,29,100,0,50.35,0.015384615,1,0,0,Tuesday,CHO
FB3GAM,1,9/29/2006,10/11/2007,11/2/2009,40,57.5,7.5,90.62,0.009296149,1,0,0,Wednesday,CHO
XZSUKT,1,8/29/2006,8/30/2006,8/30/2006,43,11.62790698,0,83.03,0,0,0,0,Tuesday,RIC
NY4TW3,0,11/2/2005,11/3/2005,11/3/2005,0,0,0,91.1,0,0,0,0,Wednesday,CHO
JS4MBC,1,10/5/2006,10/6/2006,10/6/2006,37,64.86486486,8.108108108,144.31,0,0,0,0,Thursday,CHO
99TK9F,1,6/23/2006,2/7/2007,10/27/2009,38,52.63157895,21.05263158,73.52,0.027190332,0,0,0,Tuesday,CHO
5YZ4UZ,1,3/21/2007,4/5/2007,4/17/2008,46,10.86956522,2.173913043,52.86,0.034391534,0,0,0,Wednesday,RIC
XJSFYQ,0,1/5/2007,3/7/2007,3/7/2007,0,0,0,44.53,0,0,0,0,Wednesday,RIC
3QR9VM,1,9/6/2006,12/12/2006,6/9/2009,49,8.163265306,4.081632653,40.34,0.081318681,1,0,0,Tuesday,CHO
RY25HC,1,7/28/2006,2/16/2009,1/18/2010,52,82.69230769,9.615384615,153.76,0.145833333,1,1,0,Monday,DCX
LCTQVP,1,2/21/2007,7/4/2007,11/14/2008,44,9.090909091,2.272727273,84.37,0.006012024,0,0,0,Thursday,RIC
VGB2M5,0,11/19/2006,12/6/2006,11/26/2008,0,0,0,113.27,0.006934813,0,0,0,Tuesday,RIC
C35J8F,1,1/7/2007,1/11/2007,11/1/2007,38,39.47368421,0,58.94,0.010204082,0,0,0,Wednesday,CHO
YYDXWL,1,11/8/2006,10/19/2009,11/10/2009,33,42.42424242,27.27272727,70.92,0.136363636,0,0,0,Tuesday,DCX
UTPC2U,0,10/7/2006,10/7/2006,10/7/2006,0,0,0,31.64,0,0,0,0,Thursday,RIC
DJREAZ,1,2/5/2007,3/4/2007,8/25/2007,40,32.5,0,126.37,0.011494253,0,0,0,Friday,RIC
7FE5T7,1,2/27/2007,6/30/2008,1/18/2010,60,36.66666667,1.666666667,112.45,0.088183422,1,0,0,Monday,RIC
H3L4LY,0,11/14/2006,11/3/2007,11/3/2007,0,0,0,66.7,0,0,0,0,Friday,RIC
Y22C4M,0,12/3/2006,12/5/2006,12/5/2006,0,0,0,79.47,0,0,0,0,Monday,RIC
RSGREY,0,4/28/2006,5/4/2007,5/28/2008,0,0,0,97.24,0.105128205,0,0,0,Wednesday,CHO
HB9UA9,1,10/24/2006,12/11/2006,7/10/2007,48,4.166666667,2.083333333,51.34,0.018957346,0,0,0,Wednesday,RIC
XSDMCQ,0,3/10/2006,3/22/2006,3/22/2006,0,0,0,10.59,0,0,0,0,Friday,CHO
YZTLRZ,0,9/27/2006,5/15/2007,5/14/2009,1,0,0,71.37,0.020547945,1,0,0,Monday,CHO
HPBZSK,1,7/2/2006,12/23/2008,12/21/2009,45,35.55555556,13.33333333,98.47,0.008264463,0,0,0,Thursday,CHO
NHVUPZ,1,8/4/2006,5/16/2007,3/14/2009,35,71.42857143,0,69.88,0.025449102,1,0,0,Friday,RIC
VFTJAL,1,8/2/2006,2/28/2007,11/18/2009,49,44.89795918,18.36734694,59.24,0.114688129,1,0,0,Wednesday,CHO
BA9WF4,0,9/4/2006,3/6/2007,3/6/2007,0,0,0,102.65,0,0,0,0,Tuesday,CHO
9LGVXN,0,9/29/2006,9/2/2008,9/2/2008,0,0,0,23.7,0,0,0,0,Tuesday,CHO
4E8TGD,0,2/23/2006,4/21/2006,4/21/2006,0,0,0,26.94,0,0,0,0,Thursday,CHO
7PE6AR,1,7/11/2006,8/22/2007,12/3/2009,36,91.66666667,25,92.48,0.027577938,1,0,0,Tuesday,CHO
NJPHTE,1,5/2/2006,5/2/2006,5/2/2006,16,0,0,25.52,0,0,0,0,Friday,CHO
TGWTW8,1,11/23/2005,11/28/2005,11/28/2005,16,0,0,15.48,0,0,0,0,Monday,CHO
M6PGMB,1,4/2/2007,4/17/2007,1/18/2010,46,80.43478261,15.2173913,80.94,0.138033764,1,0,0,Tuesday,CHO
VVH4YT,1,6/16/2005,9/10/2008,11/4/2009,44,18.18181818,4.545454545,62.94,0.014285714,0,0,0,Tuesday,CHO
4HABM2,0,1/3/2007,2/23/2007,8/28/2007,0,0,0,91.45,0.112903226,0,0,0,Tuesday,CHO
HD7NQU,0,8/30/2006,8/30/2006,9/30/2009,0,0,0,36.31,0.00621118,0,0,0,Wednesday,CHO
5D8M6S,1,11/10/2005,10/10/2009,10/10/2009,36,0,0,40.02,0,0,1,0,Monday,CHO
C3D4QG,1,11/23/2006,4/8/2008,4/8/2008,40,10,2.5,52.28,0,0,0,0,Tuesday,RIC
T59R2Q,0,4/2/2007,4/5/2007,11/16/2007,0,0,0,57.52,0.106666667,1,0,0,Thursday,CHO
Y3EBM4,1,12/7/2006,9/7/2009,9/7/2009,37,8.108108108,2.702702703,40.02,0,0,0,0,Tuesday,RIC
HAQYHL,1,9/22/2006,1/22/2007,11/21/2009,50,30,8,77.21,0.022243714,0,0,0,Tuesday,CHO
YDP7LU,1,9/16/2005,9/16/2005,9/16/2005,43,9.302325581,0,25.54,0,0,0,0,Thursday,CHO
78EJ95,1,12/3/2005,12/3/2005,12/3/2005,16,0,0,10.84,0,0,0,0,Monday,CHO
X2K9MM,1,2/9/2007,2/20/2007,11/15/2008,47,4.255319149,2.127659574,143.94,0.014195584,0,0,0,Tuesday,RIC
8KXDU9,0,1/8/2006,1/26/2006,4/20/2007,0,0,0,105.61,0.006681514,0,0,0,Thursday,CHO
GJFZFD,1,7/21/2005,7/6/2006,1/15/2010,44,52.27272727,15.90909091,48.95,0.134212568,1,0,0,Thursday,CHO
3WU4K3,1,11/14/2005,1/13/2007,3/30/2009,44,6.818181818,6.818181818,62.95,0.002478315,0,0,0,Monday,CHO
H5KJWT,1,11/8/2006,9/25/2009,9/25/2009,43,6.976744186,0,63.36,0,0,0,0,Friday,RIC
GJ3JA,1,4/17/2007,5/10/2007,11/23/2009,48,18.75,0,122.32,0.090517241,0,0,0,Friday,CHO
GFJ5ND,0,12/9/2006,2/6/2007,3/28/2008,0,0,0,50.11,0.03125,0,0,0,Tuesday,CHO
3AYRK7,0,6/23/2006,6/23/2006,6/23/2006,0,0,0,64.25,0,0,0,0,Thursday,CHO
76LYZC,0,1/4/2006,1/15/2006,4/5/2006,0,0,0,100.9,0.0875,0,0,0,Tuesday,CHO
YGQ6U8,1,2/8/2006,2/8/2006,2/8/2006,16,0,0,30.6,0,0,0,0,Wednesday,CHO
ECZHGM,1,8/23/2006,9/13/2006,2/29/2008,41,39.02439024,0,41.39,0.011235955,1,0,0,Wednesday,CHO
9W38NT,0,2/3/2006,2/3/2006,2/3/2006,0,0,0,53.17,0,0,0,0,Friday,CHO
FDJN5T,1,4/27/2006,11/3/2006,11/3/2006,43,6.976744186,0,143.08,0,0,0,0,Thursday,CHO
3DFKSX,1,11/15/2005,2/14/2006,2/14/2006,16,0,0,49.66,0,0,0,0,Monday,CHO
HTQWKM,0,4/11/2007,4/19/2007,4/19/2007,0,0,0,34.14,0,0,0,0,Thursday,RIC
QHYLTG,1,5/25/2006,5/25/2006,1/18/2007,46,6.52173913,6.52173913,56.98,0.025210084,0,0,0,Tuesday,CHO
JVU2AH,0,9/28/2005,3/2/2007,10/7/2008,0,0,0,51.73,0.075213675,0,0,0,Tuesday,CHO
4DEM7M,0,6/15/2006,3/22/2007,11/19/2007,18,44.44444444,0,126.18,0.082644628,1,0,0,Thursday,CHO
93KACP,1,5/5/2006,5/5/2006,10/28/2009,39,71.79487179,10.25641026,81.23,0.044025157,1,0,0,Tuesday,CHO
MWGUXQ,1,9/28/2006,9/28/2006,12/10/2009,53,7.547169811,0,81.32,0.011976048,0,0,0,Friday,RIC
8WZ8A8,0,2/5/2005,2/9/2005,2/9/2005,0,0,0,31.92,0,0,0,0,Tuesday,CHO
FMEFZ7,1,11/15/2005,2/2/2006,11/15/2006,18,0,0,247.34,0.115384615,0,0,0,Wednesday,CHO
FFWE4U,1,4/9/2005,4/9/2005,5/13/2005,16,0,0,13,0.058823529,0,0,0,Friday,CHO
Q7ACMY,1,1/5/2007,1/5/2007,1/5/2007,16,0,0,58.46,0,0,0,0,Thursday,RIC
QADEQT,1,8/23/2005,1/23/2006,1/7/2010,51,9.803921569,7.843137255,59.07,0.056055363,0,0,0,Monday,CHO
89SJHQ,1,1/21/2007,1/23/2009,8/17/2009,38,52.63157895,2.631578947,121.99,0.009708738,0,0,0,Thursday,RIC
23PPYZ,1,8/26/2006,9/10/2006,9/24/2006,47,0,0,59.12,0.357142857,0,0,0,Monday,CHO
YUSMJX,1,8/29/2006,8/30/2006,8/30/2006,44,6.818181818,0,92.64,0,0,0,0,Tuesday,CHO
S7DA6V,1,7/6/2006,8/22/2006,11/25/2008,47,0,0,64.18,0.015738499,0,0,0,Monday,CHO
2U2U5N,1,12/27/2006,4/19/2007,9/9/2008,44,11.36363636,2.272727273,115.62,0.043222004,0,0,0,Wednesday,CHO
WJ6TZ6,0,11/16/2005,4/20/2006,6/4/2008,0,0,0,77.14,0.00257732,1,0,0,Thursday,CHO
2MFZ2Z,1,2/1/2007,4/18/2007,8/19/2007,18,0,0,132.15,0.06504065,0,0,0,Tuesday,CHO
NNERCU,0,3/5/2007,3/5/2007,3/5/2007,0,0,0,97.81,0,0,0,0,Monday,RIC
BJHU3P,1,8/25/2006,5/22/2007,11/4/2009,44,34.09090909,2.272727273,85.14,0.013377926,0,0,0,Thursday,CHO
53GLNJ,1,5/18/2006,7/7/2006,12/25/2007,37,48.64864865,2.702702703,75.56,0.029850746,0,0,0,Friday,CHO
CSTPVM,1,11/14/2005,12/27/2005,7/7/2009,41,29.26829268,7.317073171,27.57,0.052018634,1,0,0,Monday,DCX
MZWZKN,1,3/1/2006,3/1/2006,3/1/2006,43,18.60465116,0,68.47,0,0,0,0,Thursday,CHO
YWQWA6,1,12/30/2006,9/10/2007,9/10/2007,44,4.545454545,0,52.77,0,0,0,0,Monday,CHO
CAG6MN,1,2/8/2007,2/23/2007,5/4/2007,45,0,0,71.37,0.042857143,0,0,0,Friday,CHO
SJG6A3,1,4/15/2007,11/13/2007,11/13/2007,46,6.52173913,0,62.41,0,0,0,0,Tuesday,CHO
Z6TXLP,1,1/8/2007,1/25/2007,5/14/2008,47,4.255319149,2.127659574,57.27,0.082105263,0,0,0,Monday,CHO
D5RWWS,1,4/11/2006,4/11/2006,1/27/2008,45,0,0,45.1,0.004573171,0,0,0,Wednesday,CHO
YPFHGG,1,2/7/2007,2/26/2007,1/5/2009,39,51.28205128,2.564102564,94.88,0.098674521,0,0,0,Monday,RIC
MDTUQS,0,9/24/2004,10/20/2004,12/6/2007,12,8.333333333,8.333333333,132.52,0.007880911,0,0,0,Monday,CHO
WNJX5U,1,1/28/2007,5/20/2007,5/20/2007,43,4.651162791,2.325581395,52.23,0,0,0,0,Tuesday,CHO
TJABJC,1,8/24/2006,8/29/2006,11/15/2007,16,0,0,105.81,0.004514673,0,0,0,Tuesday,RIC
9BAVEA,1,9/26/2006,12/7/2007,10/1/2008,47,0,0,91.04,0.023411371,0,0,0,Thursday,CHO
ZF8WH5,1,3/9/2007,3/31/2007,1/13/2010,59,10.16949153,0,72.72,0.031403337,1,0,0,Friday,CHO
SB6CLC,1,1/7/2007,1/7/2007,1/15/2007,16,0,0,84.04,0.25,0,0,0,Monday,CHO
2ZKCEH,0,1/24/2007,6/6/2007,7/14/2008,0,0,0,69.95,0.022277228,0,0,0,Tuesday,CHO
24GUJG,1,4/25/2006,4/25/2006,4/25/2006,43,16.27906977,2.325581395,50.91,0,0,0,0,Monday,CHO
E7V9DV,1,11/2/2006,11/2/2006,6/7/2007,39,0,0,28.98,0.00921659,0,0,0,Wednesday,RIC
ZA5TQ,0,4/20/2007,4/20/2007,5/31/2008,27,3.703703704,0,68.66,0.081081081,0,0,0,Friday,CHO
8K4TCC,0,10/4/2006,1/1/2007,11/9/2009,16,18.75,0,103.12,0.084372004,1,0,0,Monday,CHO
XPTV6X,1,1/29/2007,1/30/2007,9/27/2009,43,32.55813953,11.62790698,54.57,0.012358393,0,0,0,Monday,RIC
KADMSU,1,2/27/2007,6/14/2008,4/17/2009,48,0,0,47.64,0.035830619,0,0,0,Friday,RIC
MEAZEK,1,8/12/2006,12/28/2006,1/11/2010,58,13.79310345,0,139.77,0.082882883,1,0,0,Monday,CHO
U5NTVE,0,12/5/2005,2/20/2006,2/20/2006,0,0,0,26.58,0,0,0,0,Monday,CHO
YWRBS6,0,11/10/2005,11/28/2005,11/28/2005,0,0,0,28.15,0,0,0,0,Monday,CHO
FX4GN2,1,7/18/2005,9/2/2005,10/6/2006,36,72.22222222,2.777777778,22.82,0.035087719,0,0,0,Friday,CHO
MF7VUC,1,8/5/2006,10/3/2006,4/21/2008,44,9.090909091,0,102.35,0.008833922,0,0,0,Tuesday,RIC
Z2HAED,1,2/7/2007,2/7/2007,2/7/2007,45,2.222222222,0,22.14,0,0,0,0,Wednesday,CHO
QUUPMR,0,3/22/2006,5/15/2006,5/24/2006,0,0,0,28.62,0.222222222,0,0,0,Wednesday,CHO
V982NF,1,1/16/2007,3/9/2007,3/20/2007,45,6.666666667,2.222222222,126.96,0.909090909,0,0,0,Tuesday,RIC
PVAMEG,1,10/5/2006,12/7/2006,12/17/2009,50,4,0,38.77,0.019891501,0,0,0,Wednesday,CHO
CPVC3Y,1,2/19/2007,10/20/2007,5/12/2009,47,25.53191489,0,60.74,0.059649123,0,0,0,Tuesday,CHO
KRHPD6,1,1/29/2006,5/16/2006,1/18/2010,52,80.76923077,26.92307692,76.06,0.137751303,1,1,0,Monday,CHO
52HFAG,0,5/3/2006,7/12/2006,11/16/2006,0,0,0,43.47,0.015748031,0,0,0,Wednesday,CHO
VK7KBS,1,7/27/2006,7/29/2006,7/29/2006,43,4.651162791,0,27.37,0,0,0,0,Monday,RIC
7LGUQS,1,11/2/2006,5/3/2007,11/25/2009,52,0,0,103.95,0.023479189,0,0,0,Wednesday,RIC
CTY7YY,0,1/13/2007,1/13/2007,8/18/2009,0,0,0,50.64,0.020042194,0,0,0,Monday,RIC
748JNA,1,12/9/2004,2/21/2007,11/5/2009,48,33.33333333,4.166666667,87.79,0.018218623,0,0,0,Wednesday,CHO
7SFR7,1,4/28/2007,5/3/2007,11/4/2009,45,33.33333333,2.222222222,60.62,0.012008734,0,0,0,Thursday,CHO
